,msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel,Unnamed: 0,is_churn,city,bd,gender,registered_via,registration_init_time
1381,OnWYJBNdpxyfdWiIP4jqnUh0MWOIEp2+gnETDfIH1Z0=,29,30,180,180,1,2017-03-01,2017-03-29,0,17482,0,1,28,female,3,2015-08-09
1382,OnWYJBNdpxyfdWiIP4jqnUh0MWOIEp2+gnETDfIH1Z0=,29,30,180,0,1,2017-03-31,2017-04-02,0,17482,0,1,28,female,3,2015-08-09
1383,PT2JPx889F2QWaHBz6toN4wdqE+CaI/mW9QAtLFOcoc=,41,30,99,99,1,2017-03-27,2017-04-27,0,5205,0,1,0,,7,2015-12-19
1384,PsHDn+px66bn/tSutP9SU7+iXn20dwKLXWtZmo4etIU=,41,30,99,99,1,2017-03-18,2017-04-18,0,1504,0,1,0,,7,2016-12-18
1385,Q0y4oXk/eyShSf3fvz+athPR4agB8mqXdJhW/ZMehlo=,41,30,99,99,1,2017-03-07,2017-04-07,0,12044,0,1,0,,7,2015-09-08
1386,Q7w85cEPFwjDJJYqbFgRCqbijqsPvwDjsWtgmXtWRzo=,41,30,99,99,1,2017-03-15,2017-04-15,0,5741,0,1,0,,7,2015-03-04
1387,QlPbTwlhENCNJf183ZFf0BtZqcb2yDY0wtJHpaQANjU=,41,30,149,149,1,2017-03-04,2017-04-04,0,514,0,10,23,male,7,2013-06-12
1388,RQPv1vpqIeFZOT7mOWjCwFUKnSyMH0HIiWCutSHytUg=,40,30,149,149,1,2017-03-08,2017-04-07,0,8682,0,22,0,,9,2016-01-01
1389,S2VkMsFkwV+mAOh15RmBNJy0TMaXPYE21Nq3RYT9CrY=,41,30,99,99,1,2017-03-18,2017-04-18,0,13782,0,1,0,,7,2013-07-18
1390,SFwi1gjEkMD141w569LD0FCbUXuQ9khUBEabpdknZ8Q=,30,30,149,149,1,2017-03-03,2017-04-16,0,7767,0,13,19,male,9,2013-04-06
1391,VI414m/xGxk//fDxpLHoU9vRMo62KmTyLd7tdmXzgzI=,41,30,99,99,1,2017-03-20,2017-04-20,0,7792,0,1,0,,7,2015-08-20
1392,VLOJXwU2a5p+P+e2iEl4GesoRROe1efZs1x0DzKt1bQ=,41,30,99,99,1,2017-03-31,2017-04-30,0,11562,0,1,0,,7,2015-10-29
1393,VWQ1tQ70oz2W7QH5xh/sPwuoiiaF1cfYGQ43rgxNivs=,37,30,149,149,1,2017-03-07,2017-04-06,0,16320,0,22,32,male,3,2014-07-06
1394,ViBrJZo4vo7oYpLC3/4k4MgYYtsN7gwfhi24PFd07Y8=,40,30,149,149,1,2017-03-20,2017-04-19,0,9426,0,5,62,female,9,2007-02-15
1395,VlHklRdHChHzzZTbE2VyTyr8mE4CCw7Rwr5DeVxsJas=,21,30,149,149,1,2017-03-31,2017-06-06,0,13532,1,15,36,female,3,2012-05-30
1396,VlHklRdHChHzzZTbE2VyTyr8mE4CCw7Rwr5DeVxsJas=,21,30,149,149,1,2017-02-28,2017-05-07,0,13532,1,15,36,female,3,2012-05-30
1397,VlHklRdHChHzzZTbE2VyTyr8mE4CCw7Rwr5DeVxsJas=,21,30,149,149,1,2017-01-31,2017-04-06,0,13532,1,15,36,female,3,2012-05-30
1398,Wr0GAucQEyfLHfuCik+xwL/M2iqCC4qpSznmW8wMMfY=,41,30,99,99,1,2017-03-16,2017-04-16,0,14810,0,1,0,,7,2014-05-30
1399,Wv5pyDzUoUALfkY1jSyObbEybPArv4rAgjBUKFoIylY=,39,30,149,149,1,2017-03-31,2017-05-24,0,4915,0,18,25,female,9,2010-12-03
1400,Wv5pyDzUoUALfkY1jSyObbEybPArv4rAgjBUKFoIylY=,39,30,149,149,1,2017-02-28,2017-04-24,0,4915,0,18,25,female,9,2010-12-03
1401,ZYotk0MazhDugEtBxHwsLLk3FWXtDoxDXlnFesTvUoI=,41,30,149,149,1,2017-03-07,2017-04-07,0,6328,0,1,0,,7,2014-09-08
1402,Zy0Nxvr1rTLpf85L79dMsVF6mPvVY3YgN6TgNwza7oI=,39,30,149,149,1,2017-02-28,2017-04-25,0,9286,0,13,33,female,9,2006-02-19
1403,Zy0Nxvr1rTLpf85L79dMsVF6mPvVY3YgN6TgNwza7oI=,39,30,149,149,1,2017-03-31,2017-05-25,0,9286,0,13,33,female,9,2006-02-19
1404,a3JkwQWicqbll0nrPz6NcdyNFL2XBAnz67M3Iqzuo6I=,41,30,149,149,1,2017-03-31,2017-04-30,0,12473,0,1,0,,7,2014-07-01
1405,a9qpOM+91BodTUb9M56lM5lPrUVM6Nqw/ltXpbXvhoQ=,41,30,129,129,1,2017-01-07,2017-06-14,0,12087,1,13,40,male,7,2010-10-08
1406,a9qpOM+91BodTUb9M56lM5lPrUVM6Nqw/ltXpbXvhoQ=,41,30,129,129,1,2017-02-07,2017-07-12,0,12087,1,13,40,male,7,2010-10-08
1407,a9qpOM+91BodTUb9M56lM5lPrUVM6Nqw/ltXpbXvhoQ=,41,30,129,129,1,2017-03-07,2017-08-12,0,12087,1,13,40,male,7,2010-10-08
1408,a9qpOM+91BodTUb9M56lM5lPrUVM6Nqw/ltXpbXvhoQ=,41,30,129,129,1,2016-11-07,2017-04-13,0,12087,1,13,40,male,7,2010-10-08
1409,a9qpOM+91BodTUb9M56lM5lPrUVM6Nqw/ltXpbXvhoQ=,41,30,129,129,1,2016-12-07,2017-05-14,0,12087,1,13,40,male,7,2010-10-08
1410,cNvHm7znNxygtjcyv3ObCHuxb1XMPzWoG4waZi1/ux8=,40,30,149,149,1,2017-03-21,2017-04-20,0,6472,0,5,40,female,9,2009-08-18
1411,eE05YD/PFB19GUVtNcvtV/KiK+P26sTJOpK/l36og30=,41,30,149,149,1,2015-08-26,2017-07-26,0,15796,0,1,0,,7,2013-10-27
1412,eE05YD/PFB19GUVtNcvtV/KiK+P26sTJOpK/l36og30=,41,30,149,149,1,2015-10-26,2017-11-25,0,15796,0,1,0,,7,2013-10-27
1413,eE05YD/PFB19GUVtNcvtV/KiK+P26sTJOpK/l36og30=,41,30,149,149,1,2015-06-26,2017-04-24,0,15796,0,1,0,,7,2013-10-27
1414,eE05YD/PFB19GUVtNcvtV/KiK+P26sTJOpK/l36og30=,41,30,149,149,1,2015-07-26,2017-06-25,0,15796,0,1,0,,7,2013-10-27
1415,eE05YD/PFB19GUVtNcvtV/KiK+P26sTJOpK/l36og30=,41,30,149,149,1,2015-10-31,2017-11-03,1,15796,0,1,0,,7,2013-10-27
1416,eE05YD/PFB19GUVtNcvtV/KiK+P26sTJOpK/l36og30=,41,30,149,149,1,2015-10-31,2017-11-29,1,15796,0,1,0,,7,2013-10-27
1417,eE05YD/PFB19GUVtNcvtV/KiK+P26sTJOpK/l36og30=,41,30,149,149,1,2015-09-26,2017-09-25,0,15796,0,1,0,,7,2013-10-27
1418,eE05YD/PFB19GUVtNcvtV/KiK+P26sTJOpK/l36og30=,41,30,99,99,1,2017-03-31,2017-04-30,0,15796,0,1,0,,7,2013-10-27
1419,eE05YD/PFB19GUVtNcvtV/KiK+P26sTJOpK/l36og30=,41,30,99,99,1,2015-11-30,2018-01-03,0,15796,0,1,0,,7,2013-10-27
1420,eE05YD/PFB19GUVtNcvtV/KiK+P26sTJOpK/l36og30=,41,30,149,149,1,2015-07-26,2017-05-25,0,15796,0,1,0,,7,2013-10-27
1421,eE05YD/PFB19GUVtNcvtV/KiK+P26sTJOpK/l36og30=,41,30,149,149,1,2015-09-26,2017-10-25,0,15796,0,1,0,,7,2013-10-27
1422,eE05YD/PFB19GUVtNcvtV/KiK+P26sTJOpK/l36og30=,41,30,99,99,1,2015-10-31,2017-12-03,0,15796,0,1,0,,7,2013-10-27
1423,eE05YD/PFB19GUVtNcvtV/KiK+P26sTJOpK/l36og30=,41,30,149,149,1,2015-08-26,2017-08-26,0,15796,0,1,0,,7,2013-10-27
1424,eE05YD/PFB19GUVtNcvtV/KiK+P26sTJOpK/l36og30=,41,30,99,99,1,2016-01-31,2018-03-04,0,15796,0,1,0,,7,2013-10-27
1425,eE05YD/PFB19GUVtNcvtV/KiK+P26sTJOpK/l36og30=,41,30,149,149,1,2015-10-26,2017-12-26,0,15796,0,1,0,,7,2013-10-27
1426,eSYs6qwdX/PhTNrEpcSg9LG9kbjCBCyuc1xIlGD/klw=,39,30,149,149,1,2017-03-31,2017-05-21,0,7672,0,5,24,female,4,2016-02-08
1427,eSYs6qwdX/PhTNrEpcSg9LG9kbjCBCyuc1xIlGD/klw=,39,30,149,149,1,2017-02-28,2017-04-21,0,7672,0,5,24,female,4,2016-02-08
1428,fKVE40xrFeI/beVF/qxeuVnnGvcfPmemGkGLQp6UKg4=,41,30,99,99,1,2017-03-17,2017-04-17,0,13974,0,1,0,,7,2015-10-17
1429,frFSD5hDkmmoQTo3kSFgRXU6Lyw0Zm0gEuZrgtQg72I=,30,30,149,149,1,2017-03-24,2017-04-23,0,7980,0,1,0,,9,2011-06-12
1430,g4rEe2lnrKfNSPsflzbSm4GfucQ6HqdZXmnk6Zyvk2Y=,41,30,99,99,1,2017-03-14,2017-04-14,0,6957,0,1,0,,7,2016-02-14
1431,gQALAtju+U412fkZ4PvuQdhtfOduZv2Vknaa9uEuck0=,41,30,99,99,1,2017-03-14,2017-04-14,0,17288,0,11,16,male,7,2016-05-15
1432,iVbHis5Tjs8/r3Qsk4PCHxkaWz4LzQo/a1k+7pr+aXc=,41,30,99,99,1,2017-03-21,2017-04-21,0,6225,0,1,0,,7,2016-04-01
1433,kE4eazBEmbi390iOeLnxY+QBBCdotdDqehSnRoeI5Wo=,36,30,180,180,0,2017-03-06,2017-04-05,0,16308,0,1,0,,4,2016-03-03
1434,keQ3zWCMmLkxjfKyU7oTDA1y923xnIEzOBuSS+iLUxI=,41,30,129,129,1,2017-03-16,2017-05-11,0,14173,0,1,0,,7,2013-12-10
1435,keQ3zWCMmLkxjfKyU7oTDA1y923xnIEzOBuSS+iLUxI=,41,30,129,129,1,2017-02-16,2017-04-10,0,14173,0,1,0,,7,2013-12-10
1436,klgH4w4eFjG5TF0pKeKRmYR6NsGWZFzg+hrErqZe5KE=,41,30,99,99,1,2017-03-19,2017-04-19,0,11171,0,1,0,,7,2013-11-22
1437,kumgGYpqkh3N6Ch8a3wjWhu5xyAi/yEho8iPodCDato=,39,30,149,149,1,2017-02-28,2017-04-19,0,16326,0,14,29,female,9,2007-12-08
1438,kumgGYpqkh3N6Ch8a3wjWhu5xyAi/yEho8iPodCDato=,39,30,149,149,1,2017-03-31,2017-05-19,0,16326,0,14,29,female,9,2007-12-08
1439,lJbtWJMq4LMvTCPPpX7LW2aTEHOxG0dLkxwdSn3ri8Y=,41,30,149,149,1,2017-03-17,2017-04-16,0,15951,0,15,18,male,7,2014-09-09
1440,lQRn7sv2871DIIAVIWNWPRf9Aln5rox/PD+vxnw0Ufs=,39,30,149,149,1,2017-03-31,2017-05-20,0,7289,0,5,31,,9,2011-02-18
1441,lQRn7sv2871DIIAVIWNWPRf9Aln5rox/PD+vxnw0Ufs=,39,30,149,149,1,2017-02-28,2017-04-20,0,7289,0,5,31,,9,2011-02-18
1442,lth11J5sBSbEjKa2PwyP0jkEbutes1IOSm85VhlMqMI=,41,30,149,149,1,2017-03-21,2017-04-21,0,4437,0,5,30,female,7,2016-10-22
1443,m36vdxZ8OH1guoY5P826OM7hOaR4T1mH9noPBCPrH6w=,41,30,99,99,1,2017-03-06,2017-04-06,0,12524,0,1,0,,7,2015-11-07
1444,mvNMtNEcgwk0UB5vWBfqrLY4qwfkN2MDFzbKlKYH4sM=,41,30,149,149,1,2017-03-26,2017-04-26,0,3900,0,1,0,,7,2015-03-29
1445,n+nVPWuzLKiOdM/xBLe7b1oqVY8OD5fPAfJiqjpBO00=,41,30,149,149,1,2017-03-15,2017-04-15,0,14745,0,1,0,,7,2013-12-16
1446,n5IGz7G4w0QVjEi7GFfeRyF+5557IgZ1leInvEpsOJA=,41,30,129,129,1,2015-12-31,2017-04-09,0,10910,0,1,0,,7,2012-12-24
1447,n5IGz7G4w0QVjEi7GFfeRyF+5557IgZ1leInvEpsOJA=,41,30,149,149,1,2017-03-31,2017-05-20,0,10910,0,1,0,,7,2012-12-24
1448,n5IGz7G4w0QVjEi7GFfeRyF+5557IgZ1leInvEpsOJA=,41,30,149,149,1,2017-02-28,2017-04-20,0,10910,0,1,0,,7,2012-12-24
1449,n5IGz7G4w0QVjEi7GFfeRyF+5557IgZ1leInvEpsOJA=,41,30,129,129,1,2016-01-31,2017-05-08,0,10910,0,1,0,,7,2012-12-24
1450,nWO1lzEv9fpeUbwquli3M/mNpFNVmsDRPryGR0Nrr74=,39,30,149,149,1,2017-03-31,2017-05-04,0,15264,0,14,26,female,9,2011-09-03
1451,nWO1lzEv9fpeUbwquli3M/mNpFNVmsDRPryGR0Nrr74=,39,30,149,149,1,2017-02-28,2017-04-04,0,15264,0,14,26,female,9,2011-09-03
1452,nkliuHh4acPJ6IIT4WafsfU5UQXYL6Jq+CxAaVz5WsY=,29,30,180,180,0,2017-03-22,2017-04-21,0,6743,0,22,18,female,4,2016-04-07
1453,oKwOswleRFeZjlnS8bmXvcQoz1rTBGBHocwD4VFWyNo=,41,30,149,149,1,2015-11-20,2017-09-28,0,5912,1,1,0,,7,2013-05-24
1454,oKwOswleRFeZjlnS8bmXvcQoz1rTBGBHocwD4VFWyNo=,41,30,149,149,1,2016-02-20,2017-12-28,0,5912,1,1,0,,7,2013-05-24
1455,oKwOswleRFeZjlnS8bmXvcQoz1rTBGBHocwD4VFWyNo=,41,30,149,149,1,2015-08-20,2017-06-29,0,5912,1,1,0,,7,2013-05-24
1456,oKwOswleRFeZjlnS8bmXvcQoz1rTBGBHocwD4VFWyNo=,41,30,149,149,1,2015-12-20,2017-10-29,0,5912,1,1,0,,7,2013-05-24
1457,oKwOswleRFeZjlnS8bmXvcQoz1rTBGBHocwD4VFWyNo=,41,30,149,149,1,2015-09-20,2017-07-29,0,5912,1,1,0,,7,2013-05-24
1458,oKwOswleRFeZjlnS8bmXvcQoz1rTBGBHocwD4VFWyNo=,41,30,149,149,1,2015-10-20,2017-08-29,0,5912,1,1,0,,7,2013-05-24
1459,oKwOswleRFeZjlnS8bmXvcQoz1rTBGBHocwD4VFWyNo=,41,30,149,149,1,2016-01-20,2017-11-29,0,5912,1,1,0,,7,2013-05-24
1460,oKwOswleRFeZjlnS8bmXvcQoz1rTBGBHocwD4VFWyNo=,41,30,149,149,1,2015-06-20,2017-04-28,0,5912,1,1,0,,7,2013-05-24
1461,oKwOswleRFeZjlnS8bmXvcQoz1rTBGBHocwD4VFWyNo=,41,30,149,149,1,2015-07-20,2017-05-29,0,5912,1,1,0,,7,2013-05-24
1462,ozfaLyr1OHQCYEemAxUTnPenUpKgw8+onBQRAtACTNQ=,41,30,149,149,1,2017-03-12,2017-04-12,0,7172,0,17,24,male,7,2014-12-13
1463,p3+MUbDpcpwdebI96SotjBnvtgFiY734vGxwHFg8RDU=,39,30,149,149,1,2017-02-28,2017-04-08,0,15710,0,5,23,female,9,2009-02-04
1464,p3+MUbDpcpwdebI96SotjBnvtgFiY734vGxwHFg8RDU=,39,30,149,149,1,2017-03-31,2017-05-08,0,15710,0,5,23,female,9,2009-02-04
1465,pf2w49e5UZ401YJUgU11Zp/6gfKezMHB5wXhMCA5hvw=,41,30,149,149,1,2017-03-12,2017-04-13,0,5624,0,1,35,male,7,2010-05-16
1466,qZguDdNuSOm691pz3WDLdBvrohYvSg0R0lJGo0YHrcY=,41,30,100,100,1,2017-03-15,2017-04-15,0,8410,0,1,0,,7,2017-02-16
1467,raguBmnj9Ad8De38ZVBPVrQ95pUr3nQie/TkM5crrqk=,39,30,149,149,1,2017-03-31,2017-05-23,0,16011,0,13,30,male,9,2011-10-05
1468,raguBmnj9Ad8De38ZVBPVrQ95pUr3nQie/TkM5crrqk=,39,30,149,149,1,2017-02-28,2017-04-23,0,16011,0,13,30,male,9,2011-10-05
1469,sOV0neEDaJA/nkvOkAqNZhFfhpPyg+O+1SNGaQwim74=,36,30,180,180,0,2017-02-09,2017-04-10,0,11630,0,1,0,,3,2013-12-31
1470,sRKK1BH3D+Rrchd6+hnL/DwYCMzRjZMjMx2j6tpJjto=,41,30,99,99,1,2017-03-02,2017-04-02,0,14064,0,5,23,male,7,2016-04-02
1471,sypmlLxKZJ/9XXY2VsLElV/0rvtW22d/saVu8Pi8ork=,39,30,149,149,1,2017-03-31,2017-05-20,0,9945,0,13,43,female,9,2006-12-07
1472,sypmlLxKZJ/9XXY2VsLElV/0rvtW22d/saVu8Pi8ork=,39,30,149,149,1,2017-02-28,2017-04-20,0,9945,0,13,43,female,9,2006-12-07
1473,t9SS5bkL0vegCtLLQAIobXSrvk5guuAsqQS3tYTIPlA=,37,30,149,149,1,2017-03-02,2017-04-02,0,15746,0,22,39,female,9,2010-01-14
1474,tcm4W6bZ1nG133Y/8vlPaug8jH/KsAVScT8SauAVrXo=,39,30,149,149,1,2017-02-28,2017-04-14,0,232,0,5,33,female,9,2013-05-13
1475,tcm4W6bZ1nG133Y/8vlPaug8jH/KsAVScT8SauAVrXo=,39,30,149,149,1,2017-03-31,2017-05-14,0,232,0,5,33,female,9,2013-05-13
1476,tiP9idbuKz4PwfiN+hts/JWvxtCLhwq4NekAiEG4W0Q=,39,30,149,149,1,2017-03-31,2017-05-13,0,16976,0,22,24,male,9,2013-03-06
1477,tiP9idbuKz4PwfiN+hts/JWvxtCLhwq4NekAiEG4W0Q=,39,30,149,149,1,2017-02-28,2017-04-13,0,16976,0,22,24,male,9,2013-03-06
1478,twxDAOy4UlrlKpNyc10zX8rbwl5np31qKhdIKfQb910=,41,30,149,149,1,2017-03-13,2017-04-14,0,15580,0,1,0,,7,2012-03-14
1479,uqlmlCDOYKdzmF9OUEF1IsraEA8KrOzyVX2f5x+di/o=,38,30,149,149,0,2017-03-15,2017-04-14,0,17004,0,1,22,female,3,2014-09-06
1480,vOwJIn3BOcjWzolMDzN5SWdAwnZuHDU9vEJJBOp1hnI=,39,30,149,149,1,2017-02-28,2017-04-20,0,9639,0,13,29,male,9,2012-07-09
1481,vOwJIn3BOcjWzolMDzN5SWdAwnZuHDU9vEJJBOp1hnI=,39,30,149,149,1,2017-03-31,2017-05-20,0,9639,0,13,29,male,9,2012-07-09
1482,w4zVn8vTcpye8MEAnPvOZyGTrevW1fLA1+LGo3svcwk=,36,30,180,180,1,2017-03-20,2017-04-19,0,13451,0,22,25,male,3,2012-06-03
1483,w5MniosTuEm7WGE7SLwM+gYK0Y8ofOaDT9i4KWWkm+4=,41,30,99,99,1,2017-03-02,2017-04-02,0,8259,0,1,0,,7,2016-05-02
1484,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,41,30,149,149,1,2015-06-23,2017-07-25,0,15867,0,13,29,female,7,2013-01-23
1485,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,41,30,149,149,1,2015-09-23,2017-10-25,0,15867,0,13,29,female,7,2013-01-23
1486,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,41,30,149,149,1,2015-08-23,2017-09-25,0,15867,0,13,29,female,7,2013-01-23
1487,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,41,30,149,149,1,2015-12-23,2018-01-25,0,15867,0,13,29,female,7,2013-01-23
1488,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,41,30,149,149,1,2016-02-23,2018-03-26,0,15867,0,13,29,female,7,2013-01-23
1489,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,41,30,149,149,1,2015-03-24,2017-04-25,1,15867,0,13,29,female,7,2013-01-23
1490,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,41,30,149,149,1,2015-03-23,2017-05-24,0,15867,0,13,29,female,7,2013-01-23
1491,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,41,30,149,149,1,2016-01-23,2018-02-25,0,15867,0,13,29,female,7,2013-01-23
1492,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,39,30,149,149,1,2017-03-31,2017-05-07,0,15867,0,13,29,female,7,2013-01-23
1493,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,41,30,149,149,1,2015-03-21,2017-04-23,0,15867,0,13,29,female,7,2013-01-23
1494,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,41,30,149,149,1,2015-05-23,2017-06-25,0,15867,0,13,29,female,7,2013-01-23
1495,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,41,30,149,149,1,2015-07-23,2017-08-25,0,15867,0,13,29,female,7,2013-01-23
1496,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,39,30,149,149,1,2017-02-28,2017-04-07,0,15867,0,13,29,female,7,2013-01-23
1497,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,41,0,0,149,1,2015-04-23,2017-05-25,0,15867,0,13,29,female,7,2013-01-23
1498,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,41,30,149,149,1,2015-10-23,2017-11-25,0,15867,0,13,29,female,7,2013-01-23
1499,wzcyvPOAFSwjdHCpVbCuL9fjpo74I+elfzkd9IiixpI=,41,30,149,149,1,2015-11-23,2017-12-25,0,15867,0,13,29,female,7,2013-01-23
1500,xUMQ/HIVh90X3UheGeYofspsHjms89ir/q1KTWsVsPQ=,41,30,99,99,1,2017-03-08,2017-04-08,0,16209,0,1,0,,7,2015-10-09
1501,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-10-13,2018-07-15,0,1011,0,14,44,male,7,2013-03-14
1502,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-03-13,2017-05-13,0,1011,0,14,44,male,7,2013-03-14
1503,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-12-13,2018-11-14,0,1011,0,14,44,male,7,2013-03-14
1504,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-09-13,2018-05-14,0,1011,0,14,44,male,7,2013-03-14
1505,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-08-13,2018-02-12,0,1011,0,14,44,male,7,2013-03-14
1506,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-11-13,2018-09-13,0,1011,0,14,44,male,7,2013-03-14
1507,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-08-13,2018-03-15,0,1011,0,14,44,male,7,2013-03-14
1508,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-09-13,2018-04-14,0,1011,0,14,44,male,7,2013-03-14
1509,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-06-13,2017-11-11,0,1011,0,14,44,male,7,2013-03-14
1510,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2017-03-13,2017-04-13,0,1011,0,14,44,male,7,2013-03-14
1511,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-04-13,2017-06-12,0,1011,0,14,44,male,7,2013-03-14
1512,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-04-13,2017-07-12,0,1011,0,14,44,male,7,2013-03-14
1513,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,0,0,149,1,2015-05-13,2017-09-12,0,1011,0,14,44,male,7,2013-03-14
1514,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-11-13,2018-08-14,0,1011,0,14,44,male,7,2013-03-14
1515,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-07-13,2017-12-12,0,1011,0,14,44,male,7,2013-03-14
1516,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,0,0,149,1,2015-05-13,2017-08-12,0,1011,0,14,44,male,7,2013-03-14
1517,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-06-13,2017-10-12,0,1011,0,14,44,male,7,2013-03-14
1518,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-12-13,2018-10-14,0,1011,0,14,44,male,7,2013-03-14
1519,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-07-13,2018-01-12,0,1011,0,14,44,male,7,2013-03-14
1520,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-03-13,2017-04-12,0,1011,0,14,44,male,7,2013-03-14
1521,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,41,30,149,149,1,2015-10-13,2018-06-14,0,1011,0,14,44,male,7,2013-03-14
1522,zZRPQIoAH64tspH1SyNaAYoADW1AFo/qQgLNByeosr8=,41,30,149,149,1,2015-07-25,2017-12-28,0,3828,0,1,0,,7,2011-01-18
1523,zZRPQIoAH64tspH1SyNaAYoADW1AFo/qQgLNByeosr8=,41,30,149,149,1,2015-03-22,2017-05-20,0,3828,0,1,0,,7,2011-01-18
1524,zZRPQIoAH64tspH1SyNaAYoADW1AFo/qQgLNByeosr8=,41,30,129,129,1,2015-08-31,2018-03-30,0,3828,0,1,0,,7,2011-01-18
1525,zZRPQIoAH64tspH1SyNaAYoADW1AFo/qQgLNByeosr8=,41,30,149,149,1,2015-08-25,2018-02-28,0,3828,0,1,0,,7,2011-01-18
1526,zZRPQIoAH64tspH1SyNaAYoADW1AFo/qQgLNByeosr8=,41,30,149,149,1,2015-03-25,2017-06-20,0,3828,0,1,0,,7,2011-01-18
1527,zZRPQIoAH64tspH1SyNaAYoADW1AFo/qQgLNByeosr8=,41,30,149,149,1,2015-11-25,2018-08-29,0,3828,0,1,0,,7,2011-01-18
1528,zZRPQIoAH64tspH1SyNaAYoADW1AFo/qQgLNByeosr8=,41,30,149,149,1,2015-06-25,2017-10-27,0,3828,0,1,0,,7,2011-01-18
1529,zZRPQIoAH64tspH1SyNaAYoADW1AFo/qQgLNByeosr8=,41,30,149,149,1,2017-03-20,2017-04-20,0,3828,0,1,0,,7,2011-01-18
1530,zZRPQIoAH64tspH1SyNaAYoADW1AFo/qQgLNByeosr8=,41,30,149,149,1,2015-05-25,2017-08-28,0,3828,0,1,0,,7,2011-01-18
1531,zZRPQIoAH64tspH1SyNaAYoADW1AFo/qQgLNByeosr8=,41,30,129,129,1,2015-10-31,2018-07-30,0,3828,0,1,0,,7,2011-01-18
1532,zZRPQIoAH64tspH1SyNaAYoADW1AFo/qQgLNByeosr8=,41,30,129,129,1,2015-07-31,2018-01-28,0,3828,0,1,0,,7,2011-01-18
1533,zZRPQIoAH64tspH1SyNaAYoADW1AFo/qQgLNByeosr8=,41,30,129,129,1,2015-03-30,2017-07-22,0,3828,0,1,0,,7,2011-01-18
