,msno,is_churn,city,bd,gender,registered_via,registration_init_time
870,H6gGnO5+yKQaWoQT46CU2fUrvPhSbwfCjjuU+j3BZEU=,0,4,28,male,9,2014-04-21
871,Sn3NOeLQ5vpBy5Tk1OtYkc7SSwVo5go3y2t/CbV2too=,0,13,31,male,9,2004-07-01
872,18azS6mDxXxnMi30vm7LjfmemQbcnfqAoZOBQ0k+JSA=,0,1,0,,7,2013-12-01
873,JMi6Ow2yVjpJazOdb149jwQ4aqUEtAOEC0bkMieCEsY=,0,8,24,female,9,2007-06-26
874,NMcy1obWd5r6TSRuW9hMosyus08Ir8vxeyIYSUh2254=,0,1,0,,7,2014-12-11
875,TkHnsF+rSL1vNHNhCjVRjmMgS4PJieEVrTTDL4ip51s=,0,1,0,,13,2017-01-08
876,gvEAIl0vwPz6rloJdWHXeZ746BqmF6z7yDTD1g7aiwY=,0,4,44,female,3,2013-02-10
877,PMFcXigf3JMdst4NJjklEW2ibVYfRjCBwjyZMZeLYYU=,0,1,0,,7,2017-02-14
878,O3W9tDfbP6xS9IAnciOqVxstA7ER8Spc4KKxeJwzCOI=,1,3,21,female,3,2013-05-17
879,cZt24rP39AzLQnBBN1n58tkFiFRi+Fk66vZ0y29vN7o=,0,1,0,,7,2014-01-12
880,qdVpHKk85Q7MtxKt6H6G6V7rN2BoMFW8AYmjcgtKvnQ=,0,15,45,female,3,2014-10-12
881,oFxAJqlva99R8qJlelF4g2Xr9eTnR6EmYO87OTtdrVY=,0,1,0,,4,2017-01-09
882,Xol+J2xGuaLW7KwGRbu97xyOAAzu1XB/ywqKm7Uf1wk=,0,15,19,female,9,2014-03-28
883,kK2xMefHc998r+zv1l38X7tPV149TdAGKpSr23TsLAA=,1,15,25,female,9,2011-08-16
884,CeUwWRPSQy+Lu2UHGVpWwX88iuZGrLWk/NRJ5YGVF90=,1,1,0,,4,2017-02-12
885,ucUuKc17hoiYvwdHlOD+6t+VRHG3BozSU+MHv7rMszs=,0,10,25,female,7,2013-12-19
886,2ANiIf3w5AIOT59D+HeILYU6XKISmxYK0RHA5Bui9sM=,0,13,51,male,9,2005-10-01
887,1aeidsMwj9YmqMVzqATww+iahlD/qKpYHWgYpWnYaXo=,0,1,0,,7,2015-11-22
888,L8oJHRbrk3z/Be0cS/i2wjG6lALEh5TQruSY3y8+sPk=,0,1,0,,7,2012-01-16
889,iLoXwlgL1JW3ztp/h7hx4/O0F4QEqW2sX9dfDGMpSVQ=,0,1,0,,7,2013-11-30
890,4aQGH/kFQFdrfUBOzzBZ2uwNSOm4EMsTeD3PO2yRSdU=,0,4,22,female,7,2016-05-08
891,Crkrh3D+9uF1f68O2zbiMdTvCxz87tCK30a1VTqee6w=,0,1,0,,7,2014-06-26
892,fHGZGNJmIDsWXEtItO7N850JAQOBzWjqxr/N3jdcV1w=,0,1,0,,7,2013-01-11
893,UXbN5nZk37i3f1JnvhQNwPiPCKuYs/Rg4kWmbE94cJY=,0,1,0,,7,2016-12-01
894,CIOxjGYBtDLl0fjTBLTmoU9s5qeu2/EsYVH9Ebgu8i8=,0,13,33,male,9,2007-03-28
895,ayTEysDYtxnGhJ8hJj/Yx6+TT5ZOS5oAAnDcH6nIhEM=,0,1,0,,7,2016-09-18
896,PuH+CIJkFuJo6XmOx784kWly/WqnjWUn92b9gATdyas=,0,13,0,,9,2013-03-12
897,yGwnETqB0mzTMkdBsX4ypcYi8HoAsQ1vyshZWIqHl1A=,0,4,19,male,9,2014-12-30
898,Hdde0jZt+LIsiJmtjTm2+b5OM1y2N9wtjllNfdVlXLg=,0,20,17,male,3,2016-09-17
899,+nIdnnq1CLorul7atipUoChBLsHKsb8ZbnovhLfRQfg=,0,12,21,male,3,2016-08-08
900,bfU+VjmOoGaAzhBNUsg9tGW55HOoT7Wy61XVaMLRkl8=,0,4,22,male,3,2015-05-17
901,T97jOz7oTaJFiboaRq02WQIpJU3/GfN0H18aByLHudc=,0,13,0,,9,2015-08-02
902,kmInXqucMO0or8kCvtfy1UZS2VUWfFTP7suTEiyZ4cU=,0,22,43,female,9,2005-11-22
903,aNvxCHSBr+ZucNKZ2dsHhcHbsfUixsO2lsFiVm/JGEs=,0,15,33,male,9,2009-07-21
904,M7kXoJDx2xxWgj7Fw8aMZWIvLZrKoA/1JWIwAfl1NNY=,0,12,23,male,3,2015-07-19
905,g62VFU/95qUomjUCT2Pn37P/aCMnpUwqz0Udhckctik=,0,6,24,female,9,2007-08-07
906,3i/QHd0GQY2o+Qt3/aMH2tQefyayJlpxss6uhvdHCVI=,0,1,0,,4,2017-02-06
907,nG8IB8YEZHS68OaQ9mPsaSx+YzHc55J9uhNHAq/ip3o=,0,15,25,female,3,2014-09-28
908,rqOsWbh0Ch0GreR79VpG+I1rQsCTZJu5kLDTdImD7Gw=,0,6,22,male,4,2016-01-12
909,wb3wnA7Gmw5P5O6dFfSRI6ZGj3JjDfwo2poYOaFMj3I=,0,1,0,,9,2016-11-13
910,CXqxSzin9NkFW/XUii/3cTPsC/lYi7ZdLjnUMU5Xock=,0,1,0,,7,2015-07-08
911,fwhukUP/qCAnG62IUym63JA6nGK/xyoNV/FnQ40QThk=,0,1,0,,3,2012-12-30
912,ZceAPaqAeCW8fKZK//zgXEWLp8fdowetGkfcDsFPc2g=,0,1,0,,7,2014-04-08
913,/gFhnYx6OuE6pdMmbnjlJW5vGCfAfF0ZgCCibbyScw4=,0,1,0,,7,2015-11-16
914,JMhe58p9te3ciw0zl/hdUGaFQ7ds5Fa1l/BZWUB4Qag=,0,1,0,,7,2011-02-13
915,D9W5JvRrs/FXEUPy+4Ixtc92QK2k7XKOnyUoStqiNHs=,0,8,20,female,3,2012-10-27
916,LeToxnoRThl7ameEA66fWrvWcKum8FgOccR1rucKX1U=,0,22,37,female,9,2013-06-28
917,UCGvl2OgZGdu6Bgfi4CfNzzqDYF2D6X/EqlBU7P7Wo8=,0,1,0,,7,2016-03-07
918,yaq55rb5njF5rjCQPtyfLqCFxjAj+oK8g9XkNRqr9Cs=,0,4,41,female,3,2014-03-16
919,F28Oe3tjN4AuXy1mbmV2V4WspWfDRTGCea47zbicEgA=,0,5,26,male,9,2007-04-21
920,5aZsyvCZ56CyEtA/WtdOiHHjMraHpjop4uPaFj0IDz8=,0,1,0,,7,2011-12-18
921,106g2FmS4ismpVtCizYTnAlqksBwRKqga/hkmXN6P4w=,0,9,21,male,7,2011-04-22
922,BMZoWmz4uRZYf7YHJDSjODeG4igXMEVOdwfNRi070js=,0,4,0,female,9,2016-05-13
923,G4MyXxdzyV4f/jDb17zpb1gSchCHdUBjPxUGajeZvRQ=,1,9,21,male,9,2008-12-13
924,WFxNqkfcXzDfoNnzfaZDHIEXKi761y2vRem60+UTMXY=,0,1,0,,7,2016-01-08
925,ssOrCDyjuvsM5dBcTYVjxljXsvlLDUTn812Q1hBgeqA=,0,13,53,male,9,2011-04-20
926,jAKPy/gNxziQ5JwBQpHTM8WyvtS3BN1qUjxUKFlcqrs=,0,22,30,,9,2011-03-10
927,4zMe9o1+HIyUQlSRCNik5JihnCXP4VWKYoTzaOBlFp8=,0,1,0,,4,2016-11-15
928,mpBvfIt4FWzZAJk0oIN2eF1m1uxdLiBiG8e/Kn2HFhc=,0,5,33,female,9,2013-02-15
929,k4arrT1xmFuI5+tOdLZWfkGMDG4OcYeSE629g785WeU=,0,13,32,female,9,2009-10-04
930,P4i4nsHsM+PWkdScrO0cFhR3ZQG6o54mhcYLkRTgE7c=,0,5,0,,3,2014-01-23
931,HIfv85GaaH0zq1gxZawxRwLhBZ1veXlEIDOMGix9sXY=,0,6,45,female,9,2006-08-19
932,OQqgoGDd7CyrHxntoruF0vmbw6DKMB2H0c/7KGICfhY=,0,15,38,male,9,2007-01-30
933,GzQ/jCuETK3qD1Ocpfz6ugiHJMCle24p0/cwebqSB4w=,0,22,0,,9,2015-08-18
934,VTgmCuJJ8Y9Fw9rtmAye5qoAHRXp9Kjy8PNBvLpLt8E=,0,1,0,,7,2017-01-26
935,Pyu5BCxW0GfqDzDf4oP3pVJTGwWyFNb2TO3QH1xJgq8=,0,1,0,,7,2016-12-10
936,hdQA6Dv1DPLPhN/DBqMmQvyYsCWb8jphfgdPlxJpAj4=,0,22,0,,3,2013-05-20
937,FKosT4B3LYZ+CIyqQdKjZ09r8culACrJoySJEemql2I=,0,22,45,male,7,2011-05-02
938,QIqMqQESkZsNmbUVbYO9doAzPZDXUdHb4yN7rS0u98U=,0,4,26,male,3,2015-11-24
939,oRdVWFy59CAEY5t6fDu0b41rtsvG4DxNqHW2SPa5gio=,0,13,32,female,9,2006-02-19
940,S7ZwF9dt/nOCOUbZnp9ZoXndKeYLBbb+VTPyCxbmwNw=,0,3,24,female,3,2015-06-22
941,lCjjwsmIuaszQlDj95MZmAJa660dGbc7DXxGvLBWHSQ=,0,1,0,,7,2016-05-18
942,Iqdgna6fhnOD9EULemb2mN9FNym6raBExxHDfhgQHt0=,0,22,26,male,9,2007-06-26
943,LtErgtrCU01WBEyTcls2IFOKk4EoMDwyO9mscOE9zoU=,0,11,31,female,9,2012-07-23
944,Makxw+rnBilgiz+aas3/vRTvOPv2Y7tUJswyDe7abG8=,0,1,0,,7,2012-12-28
945,Qtw8nH/kt5/mqx1xd0w1Ae577vO0oMrvz7y8903CX4c=,0,1,0,,7,2015-09-26
946,s5qHmGAV8ll3zFfvVsP9q3wspNgvc3ko/USwBjkQOMU=,0,1,0,,7,2015-09-09
947,p2jnAp7Jcw6vVSs2FR9hQm9kLfykWc6iuN5BQQ99eBc=,0,1,0,,7,2015-11-10
948,+eJJbp+TDGoW8+xFOhmUy+MDNe8bA24ipG1ZHFwgxyk=,0,1,0,,7,2016-01-30
949,BRxhkgb7Piz8qgbqGkVHWgmsYKlQqw7amRgxuinlAp4=,1,5,22,male,4,2016-12-26
950,bwjaqHUC1ACyNgS/IGWBD692eh1d2JUQOQTaQwdQamQ=,0,22,37,male,9,2014-10-02
951,jOzew4B2C8FEatxg3EzhpZIrUI5CUBw6582B/Fxsc/g=,0,1,0,,7,2014-12-07
952,CFMYD7mLUjGHL9iF9xYkxyioPXth86BhHJYxrntxdE0=,0,1,0,,7,2016-09-01
953,h7qSwvRRE1GeopmDbjKnA25jFZ6GMXZ7zRUwiDNl3Zc=,0,1,0,,7,2016-08-15
954,hmKIet9Ikf/UIOHZyvvHEOwnDBCfJMb44uL5F0b4sA0=,0,1,0,,7,2015-08-29
955,MHmcTC4vR8rnXT6M9F4In7280CQGT3LGWDiF3uxexYM=,0,1,0,,7,2015-07-18
956,6zP1gYnXBS0r5jxp7Hxy2IsETYNRlntTIud9IahcO8o=,0,4,30,male,9,2005-11-12
957,XG2Ebx1O4ZuxSI0azxnVn0FzDBMzEy3crY1Y5r+x3C4=,0,1,0,,7,2016-07-10
958,86oYLGZaY3pz4TSKDdA1vYrAOneZpwOKmKvajhliA70=,0,1,0,,7,2016-02-13
959,B1SRijKvyt37APT+v2V6QY7Eg2toiKzyhjt6OtCE9ks=,0,13,20,female,7,2013-09-15
960,wQq+aeEqnk8nHRRD/oPL1oxads6eP6s5FZq52n7FV2o=,0,1,0,,9,2015-09-02
961,No0JDPqg+JVataYzpQ52ovBZhtE8NZtYxfZHKu1FBmg=,0,1,0,,7,2010-09-25
962,UUgxY1zeXjtQ+x4Z/MLWfsf0n4ZgIsfTxZN04w4ADjs=,0,22,25,female,9,2012-09-18
963,JwBGI5OxUXUzXoF3d+OW+mc4LJVxwc+SEixgxAsXvpc=,0,13,0,,9,2016-09-08
964,tbxzNn8yH68LQkPIo0eOUaYzu+CFgsEk2MJI2sM+5Kw=,0,4,0,female,4,2016-04-04
965,eQzH2m0S9KafGB3uKFvmgtIKDXwpVlZDKfAvvJz97uA=,0,1,0,,7,2013-06-09
966,Q97Bbfg0iY9DPMaLV5mNR7LGWjhQ9kGwMULy3Sh9oiA=,1,1,0,,4,2016-07-10
967,C/yMiv3cJudH75RZpHAKXS2Z0POBGzNJ5o8S1Oc6fiw=,0,4,49,female,9,2011-09-28
968,bVp6g5mmpgwJT+PwMw7ojkIz4V3Ypst3w9Juy+IGc0s=,0,9,48,female,4,2015-11-15
969,1/tneDiKFqfLhP2wfqthrQntGAr/jAZ+PAwZaZWKk0g=,0,1,0,,7,2015-08-29
970,XdHK1rjv5KQEy60vr1YYZERxmOJMu4R7FndEsXbtD8w=,0,1,0,,7,2015-09-14
971,j9R8r9ETzmYfKQUEbt1f/OQb048teXsWSzLB2J39LhI=,0,22,36,male,9,2004-06-27
972,pbV/+FJzMtzGLvHJRRDjF7X4UVlGVHWcJHXWxWSvbzs=,1,1,0,,4,2016-02-03
973,Q4YnBxqZM3GaxM8xhLNiWEMNgKZUMqh1ZShOycXmZiQ=,0,1,0,,7,2012-11-21
974,+VNXowFBIAPcZbhpxtra6qKAmoXE+/p9ai5N4xedwLY=,0,1,0,,4,2015-12-28
975,yq5Fc64UwDDPCMP3D7ri2gSwuEW+VVIbjXlWzjJOv9E=,0,1,0,,7,2016-11-26
976,VoGpHrWA16E108fp2hOPJpCpPWrAMcsXPYq3JxRs0Ik=,0,15,47,female,3,2014-11-23
977,l0a9eSsKy11H4jLrUbUQjD2uF046QleFICkXFJhc8WM=,0,1,0,,9,2017-02-16
978,I+IeB/0azr1+bF22arrXgGcxLy1VqmwRZvRrj5Gakew=,0,1,0,,7,2016-01-29
979,VCMXL0PKDQQj85MdZUdfCWTdsQJNGIAu7qQFfXi1pmw=,0,5,38,male,7,2012-12-25
980,CNDw8cuQtTpgl/JHRHLbZRqDa+5ml6VjfFJ3X5qPAwk=,0,13,0,male,4,2016-06-08
981,hIMIlUxerY6sDRykP6aM/Nn9MDFE++eFcxnPMrsuXDM=,0,13,0,,3,2012-12-22
982,XSAik0O5r1jpHXnMssymnEonci7GhgV7U6lQu6hDsZc=,1,22,30,,9,2016-05-29
983,sBkG1PboOWeS0W7QdrZbOW2Dzfe+pjZFzHzmnb6LF/U=,0,4,27,female,9,2006-04-08
984,kIhVfeVP9EY4yWXRKuPoDk5dinRs06Hy1HIWaQFnGRw=,0,13,30,female,3,2013-02-27
985,LV69XKyNn7npT+QtURMRPEcAk9gjNGEgH7/APDeMpSQ=,0,1,0,,7,2015-08-06
986,80UoV/T+/NxPjyh9lH5x710XxlLoqa/eJHFOtqZKVhs=,0,4,36,male,7,2012-08-25
987,T7wQqx65pqwohmbAZOcVdw3cwqb4exk+GEdVxOvw38Y=,0,6,27,female,9,2006-12-23
988,b2V/ULZ9u1pzgXp6+jn4o7Rbb+Yke4+W5mg3TOxdDeI=,0,13,26,female,9,2008-03-06
989,D67LpU3diCgiRy9KogztTlwP1m9GHGDRW052f1JgcFw=,0,5,35,male,4,2016-02-18
990,nBP9dYxdWiSrMfZJYT7i7zk3HDyVILcBZyoXtK02dVM=,0,1,0,,7,2016-05-19
991,iYIcKEqKjFclvX1cGgjziZd4mHAEryIO5mSrTlM0nAM=,0,22,24,female,3,2014-02-10
992,uFgXwHWRSQmPiBSROBtArSyy0Q2oGcqywe+cXN+u0oY=,0,18,27,male,7,2013-04-13
993,NkvCRFqMnMeGktj3s1CPu4jN/7r7/VynSxUSTyGqhY8=,0,1,0,,7,2011-12-22
994,lWjGNQaGu9gmdQ/Abxee2zrH4u5kLBJG5ikGxu+wNG4=,0,22,0,,7,2014-01-25
995,za7wSP/pQ32MSvipSZOeyJKCIwtKxnDfMB8+Y7t6rsM=,0,1,0,,7,2015-08-23
996,ul+nLpE6uXRk78qoFw/yxk04tIqCXeZRJv2QmxFaoPA=,0,1,0,,7,2013-07-06
997,6O8Uf1TSLMqBuiUXHiLvPe/mCYpeojeZfg5Muj2UL8Y=,0,4,20,male,4,2015-10-17
998,wEQSmFdI662EX9e0qR0jqJZXmTbjdYJh5j/Rir4hmH8=,0,15,0,,9,2010-12-14
999,kvZsDEZLyqLEh7f5hztOjzURsZQhrFRk8dm/PqOLXzQ=,0,22,31,female,9,2005-10-29
1000,Ub1tbxytLrmrS3QIRf2WXc4MhdAvqfpRTrlS/benpDE=,0,1,0,,7,2016-06-29
1001,dlOTFsIYMNGuKut/0/BWUPsd0cGach/RmIOL5oNAjiY=,0,1,0,,7,2013-03-21
1002,A1eVKvyBkWgT0fjPC6t4edXVu5SYMTIiS3BR6QTLvHI=,0,5,35,male,7,2016-06-19
1003,Bviv9iWF9VCApA1ZT5hPyfVFWUJ8Wztvnm9qE286lrg=,0,13,20,male,4,2016-03-28
1004,cmyoSYFkGgd/uY02LvJAyI34nArsysAQeE6iLtHUtGE=,1,9,27,male,3,2015-08-27
1005,DCpvBOcGgrfSrbJPA2veaMqasj32bPW32trrGnzaokQ=,1,1,0,,7,2016-03-27
1006,/wodSsL5Dtd6uGnSM70CGsaU5qRIFo6JTJXwLFNuGd0=,0,5,38,female,4,2015-11-28
1007,/vExAzueKWhQRgOuQ6nQgFEOxgI6BrFoWt5CxRnUpGE=,0,13,33,,7,2013-10-17
1008,DEDkV+vriSk+ejKTq/Z0cyEB8RMoL1E6KGjuBR+TS9M=,1,14,28,male,3,2012-08-22
1009,cJ+ywVEooDGpc82ddqCnmPBz/+anQFydPOfrzNhLNxQ=,0,4,31,female,9,2009-06-19
1010,uEoezCeCfi518ghlpxwom9M5b1C2rjywaFAXWDPtkrY=,0,22,23,male,3,2014-05-22
1011,zAJ5kmZXuzpmESy8JY4txdVS4IKW0rB03nN+8oLAFZI=,0,14,44,male,7,2013-03-14
1012,TcRydT/q5ROq27fnsObF+PhTxLPl6feBo57qY2Cp/T0=,0,1,0,,7,2016-03-23
1013,DGiLmWEk+Be0ykZ0dkMaH5AjsvgLOmvPQ+J9vYEsy1w=,0,1,0,,7,2011-02-26
1014,7BIILfhoMhWgFAeTpGW/Z5IuwRs1JokkUuZZ76rxjFg=,0,1,0,,7,2017-01-07
1015,qjDQLk7Q2ehhkXMv2Scuii8WGvnB74kOb4oNNunfbV0=,0,1,0,,7,2013-01-17
1016,SncV+CVz249TqSqXYRkIuSNlvX6Kj80D1RVoe5hes8g=,0,1,0,,7,2017-01-23
1017,AsX6YNEnp6XPIcgaiMBbICus4aEx2bswsNDOi9p9fu8=,0,6,49,female,3,2014-01-10
1018,1yJRy7Ej46HdKtrAbolH2tc1Vhlm4m4WNvT5ujhL3Ng=,0,1,0,,7,2015-12-28
1019,sCvTJdUni6WXagV+zYnBGJQYOdnN/TV/YLSgsCBziI0=,0,1,0,,7,2016-03-28
1020,KX0oC5nKRS2m5s66TNyLzI9Wfde3u06rzS2XsAecbAQ=,0,1,0,,7,2016-06-03
1021,jz29JjrX8SEZ4kjvt95thV886k6VwBZA97pUZ62nFGo=,0,1,0,,7,2010-09-29
1022,80XCaFoSB4bHzQ3vdB/OFOPya2iI7YdcVR5DNUro1rY=,0,14,23,female,7,2014-10-19
1023,dRG/mvveOpHboI7DUiEDlIbtQzVBSMd/GeQL0zlOxT8=,0,13,32,female,7,2011-01-11
1024,6midOwo9bpxxS09CeiUVUN5Qvt2K6/m0kh5BwFtOPyc=,0,13,31,female,4,2016-08-20
1025,4xYsv/bXGub6xYgLUl7cm4YNF+Ngsd5Fp5fHKWaW4R0=,1,1,0,,7,2013-07-12
1026,ZcuA9Goo13CU+cMF8JreFgRB0ywP5P6j1PfIYjlD1m0=,1,13,41,female,9,2008-08-04
1027,UG/M0pqB/2B9MpIsEGeTahOYLCjbciy8DzG1JbCtK08=,0,4,41,female,9,2006-02-19
1028,Hz6AWKmPyappsjtpgpB4G15QW/v+rrWk+EWWazRykM8=,0,1,0,,7,2015-11-17
1029,Lrhwa+8f1TG5N51CHXtdPwiLbb/1udprbzHJTJoSyHc=,0,3,0,,7,2012-04-26
1030,stimrKF8HvmPtwh2fLWqVJPPOnQCXnbGsDsMBGT2pz8=,1,1,0,,7,2014-01-05
1031,xw+RJgZWFtZ7ffDdik8Z4cHdwAOOtV4JhsB+pehh7MY=,0,1,0,,7,2016-02-28
1032,3WgcqDe3KDBDoJ2bKe4GcTbf8KlHUEOyfsPm6bBzs8U=,0,15,0,,9,2015-02-09
1033,HfXP2I42vH9LqxJNaoAIIhOpsP++CprADHzx8Q8mec0=,0,14,34,male,7,2012-01-19
1034,jCujlMXIS9Ndm+I3srMLAuiegSoTh/Oew9L+Fpkrxn0=,0,1,0,,7,2016-07-03
1035,p8BRoPPBCahTc2hR2pLSvcg9P33i8i/5UfApJRcwUvo=,1,1,0,,7,2010-11-04
1036,FgdTVb57P3vv9MtydsjjD0SJtK15oQSMQRoVb9/Txbg=,0,1,0,,7,2015-10-24
1037,vylXzy883kJNXJtcFotsEZCrkAxD9FvK9kD3gbX5R3Q=,1,1,0,,7,2013-06-16
1038,GxS/jcmPHp+tgsImubFXwQjqcXQeF6rGRNyrcVMatQA=,1,1,24,male,3,2015-02-03
1039,ofog6pK9CNJjBTcbuPL5qY+gyk8lmRFF8JXDwitsXWs=,0,1,0,,7,2016-02-20
1040,tRmhDKS6kUWWuOrs2uIOPgzbd6qnqdzjeEd+4PRkcLU=,0,11,28,female,9,2013-01-26
1041,dDzz6ykAq5uFj2c52oLw4EZHbA+b1hm+UYkt1j0sUcg=,0,8,0,,7,2013-09-13
1042,AowXEv79mKMkZ1S+M+vsFGl2p8NycYrt5RJBSj9tK90=,0,1,0,,7,2013-11-28
1043,+U3MIpy8dujbM7oj2bUKeBxpwHRCyMbT9Q4ak5ffCkI=,0,22,0,male,9,2005-08-23
1044,yaoW8vxtUd1m9eED0pxdYZj/Qeu69c/E/qP526d5LgM=,0,13,37,female,9,2007-04-17
1045,esExxGZcV0zS8YJSghSnip4ZfM1PB0Ui+o6nWeuNoOQ=,0,5,43,male,4,2016-06-17
1046,XuSJOSkmxGXY7UjXW3wKIkCDM9PWlcGEJH8I71kXM74=,0,1,0,,7,2016-10-19
1047,nxE6NKOiPxAtzYUjRX96ZYx5BW9tUHL8wa0lBMxCLuQ=,0,4,38,female,9,2006-07-07
1048,2K81Y5TDfg0/upcHhaHFJjDJh/V1fzq2R5i/8nss0qw=,0,14,47,male,9,2004-03-28
1049,9vAIzhLLWdwRNhPwGRH9bsKQoUS45HhqkTF6Q1C3NGA=,0,1,0,,7,2014-10-03
1050,MgVxzhzoUObOMZ8DQTrY07vhlnRHQWhIRCtGCKc77pw=,0,4,24,,3,2013-03-04
1051,zL4IytllxJQlPVcW1sm0PHsZiR2pxQZiRbNSK+Ex0ZI=,0,1,0,,7,2014-09-12
1052,7EW++y5CXVQRM9D50bePFSObxiYjN/RSa7E6timZp90=,0,4,0,female,3,2014-08-02
1053,KFQXtWqCqgBJe+cZT3XrRmLBYd6iAHoi/gPQmEyLkpg=,0,22,23,male,4,2016-04-12
1054,l4PC6y7wJYov4YAL2X1M+MFKh3cxRVH1iNBXTGsVOvI=,1,15,26,male,4,2017-02-17
1055,fgRkzPIJlVRYHGv8FOIJjYDH8ZfHhZzACduWZXtj0sk=,0,1,0,,7,2016-01-30
1056,J4XHreMM9gg4tLBBXsvtNOLzP43v3JHO8xqA69Li3Ms=,0,1,0,,7,2012-10-15
1057,CkvIqPc6uspt5zPLuCRrPC3H8eYHMG3t8nijTAfZ1qo=,0,1,0,,7,2011-09-29
1058,5LJyU94ncsHcKXI8tvX7e+vP+P3wa69yrp5yda2Lp6Q=,0,6,24,female,9,2009-09-12
1059,GSzmKhbsjPLoI+TMpdJLG+sfF6+ncGpzEMEzsRh7kWc=,0,1,0,,7,2016-01-03
1060,GLrXDMKVP/4zm4dR67bZJq+YaAs1hBYYPZC8F/30rbw=,0,1,0,,7,2016-09-12
1061,DG8807ZpVw22bbMoqzsEJGkWqZl/05UqzYZ/QSqmteM=,0,1,30,male,7,2013-11-15
1062,9vDq541xi+GtSoZ81ScY86vfy3Ej5BFrl9DH8QRWLzo=,0,1,0,,7,2013-12-21
1063,L3hlYEpn5PKgsEhCWi9pO/Nr6sna171uWQ2gFh+4lyo=,0,13,19,male,7,2016-09-02
1064,evt+ytrER86662aIp+32QxO+zC4Dr1YmSKOmfIiM8EM=,0,1,0,,7,2012-01-30
1065,itZZl3zFzQJC0cUus7FIvnF99CSIfB9j5yR2LZEViGQ=,0,13,0,,4,2016-01-23
1066,ZseX/70KRZVvdeOdJbPM5Zlwd3FzXbgMreoGtG0KhhM=,0,1,0,,7,2016-06-14
1067,u3MpiXYCjxnaF08Dr2VpFAlZXAC0Hk6sHZTqJDkjby4=,0,1,0,,7,2015-07-26
1068,bCt0OXarK12z0BOOVN6EU/ISMYYugQaBZQFqfBNKXFI=,0,4,17,male,9,2010-03-27
1069,XpX5PT0ap/l6TUVkEImbkBLMvQ44HJTJQzu9PVrRE3U=,0,1,0,,7,2015-08-18
1070,TzRHowiecYtSrdReYXi5JfscA05HzF5aNHKGoHl8qdY=,0,1,0,,7,2013-06-06
1071,HUohGqLVPCrEEGy9InB27GdfUnKH85NcleP60M+5y18=,0,22,41,male,9,2010-11-23
1072,Ej9uRP35G18Gs8os09eKQCnAwPY03ISRwQDBYHtGG8s=,0,13,53,male,9,2007-07-05
1073,+q2Xd0PmmlZGQgKAR7lD9hKmcefHkdpGBSEgMR/yWmI=,1,1,17,female,3,2014-08-20
1074,leI5kPq8bgn5DxG7vhyTIcxO4705L8sHacAz5NSgrmI=,0,1,20,male,3,2015-09-11
1075,oJ3rwaPvdeLqHEJcNXfvvPflYOnAEE5TYePGQXYEuRA=,0,13,37,female,9,2005-06-29
1076,c4QQS3VHnJPbyBlqbtamADfRJ0vLzCL6MSRYf2WD/GQ=,0,4,29,male,7,2015-02-16
1077,HubYoeL8BJt8JMEz/iR8hx2NWqYWTdgxmSSMGx+NwR0=,1,1,0,,7,2013-06-21
1078,X2JdNSRSNqhjmjHTdfnEOQ/Hxg5ywSD+L4Zp6pfgq6Q=,0,22,26,male,3,2015-09-03
1079,P5+Y12qjakVpjKbltEpSk6cfs3aScpNMKqIGLymM2TQ=,0,1,0,,7,2011-09-25
1080,NVFhap+LjbWriZp+DbeiP4w1zwBJkx5dw/CebpA7ZdM=,1,15,28,female,3,2013-08-23
1081,jh5kzIBBC08MzHTEdiKs7v+EUYJEQvGc8cD4hNeriFQ=,0,1,0,,4,2016-10-05
1082,8YPHCVZbaUAmBjBKJp457a4I6K+9ddCtiXkFzTiVqfY=,0,1,0,,7,2016-11-12
1083,oo93YCkqN2sUnWqCv4ldNC0D6IjYAY9HTiA/t+VAx2k=,0,1,0,,7,2015-10-31
1084,HGPQM54cLugGwUJUhrRx7phCSAyZFe2Z5cP2LBM5xlU=,1,4,37,female,4,2015-11-01
1085,0XYFXfvV8GALuza7gS/z7+vnOCzIZFzTkby7nlGlyHU=,0,1,0,,7,2016-11-04
1086,hOjtKAATJ2GbaFDGqio/Lf5KJz8QXta7PCO5dzvQC4o=,0,5,21,male,4,2015-12-24
1087,TUDBFZn0sD6sno9F+vA0JwlWuZuXKIOotdkXnfuwSZc=,0,1,0,,7,2016-03-07
1088,ujXHU1fStRhVPPQNtqgF6V7KgAqZgLSOtssloq7QdN4=,0,14,26,male,9,2007-06-16
1089,btrCo24tz3qUF0n7U8ci88dgJj15B3u5emnbfVyRn+4=,0,1,0,,7,2013-02-24
1090,w7h8u7NTv4XVrKFcKX0+wPL4y0DzwyNk+/ESDgSSCrk=,0,13,35,male,3,2013-10-15
1091,6bPX7eWjBYE8ChZIeeFsb+xWURMJypLAG4TwLJ7062k=,0,1,0,,4,2015-11-18
1092,HKC0ZTkt9YbI/lzRMEE4jlUflQrFjyObRFczbONKFjw=,0,13,46,male,3,2012-04-29
1093,gxGJcnLl8nF68NaZjKgASzPE+u4Gwb9l/4lOzIAqVWo=,0,1,0,,7,2013-12-04
1094,0t6jZjnzR3G+iYrlbiTmVilH82ODQ6SzYkIgBk3dZdw=,0,1,0,,7,2016-02-12
